run,type,module,name,attrname,attrvalue,vectime,vecvalue
General-86-20260718-16:27:23-5569,runattr,,,configname,General,,
General-86-20260718-16:27:23-5569,runattr,,,datetime,20260718-16:27:23,,
General-86-20260718-16:27:23-5569,runattr,,,datetimef,20260718-162723,,
General-86-20260718-16:27:23-5569,runattr,,,experiment,General,,
General-86-20260718-16:27:23-5569,runattr,,,inifile,Test_MLModel_2.ini,,
General-86-20260718-16:27:23-5569,runattr,,,iterationvars,"$myraan=165, $threshold=0.90, $0=27456",,
General-86-20260718-16:27:23-5569,runattr,,,iterationvarsd,myraan=165/threshold=0.90/27456,,
General-86-20260718-16:27:23-5569,runattr,,,iterationvarsf,"myraan=165,threshold=0.90,27456-",,
General-86-20260718-16:27:23-5569,runattr,,,measurement,"$myraan=165, $threshold=0.90, $0=27456",,
General-86-20260718-16:27:23-5569,runattr,,,network,Florasat.Test_Individual.Florasat_Individual_Sats,,
General-86-20260718-16:27:23-5569,runattr,,,processid,5569,,
General-86-20260718-16:27:23-5569,runattr,,,repetition,6,,
General-86-20260718-16:27:23-5569,runattr,,,replication,#6,,
General-86-20260718-16:27:23-5569,runattr,,,resultdir,results,,
General-86-20260718-16:27:23-5569,runattr,,,runnumber,86,,
General-86-20260718-16:27:23-5569,runattr,,,seedset,86,,
General-86-20260718-16:27:23-5569,itervar,,,myraan,165,,
General-86-20260718-16:27:23-5569,itervar,,,threshold,0.90,,
General-86-20260718-16:27:23-5569,config,,,*.stats_altitude,670,,
General-86-20260718-16:27:23-5569,config,,,*.stats_raan,185,,
General-86-20260718-16:27:23-5569,config,,,image-path,../../images:../../../../samples/inet4.5_2/images,,
General-86-20260718-16:27:23-5569,config,,,network,Florasat.Test_Individual.Florasat_Individual_Sats,,
General-86-20260718-16:27:23-5569,config,,,rng-class,cMersenneTwister,,
General-86-20260718-16:27:23-5569,config,,,*.**.result-recording-modes,-,,
General-86-20260718-16:27:23-5569,config,,,**.result-recording-modes,-,,
General-86-20260718-16:27:23-5569,config,,,**.statistic-recording,true,,
General-86-20260718-16:27:23-5569,config,,,**.scalar-recording,true,,
General-86-20260718-16:27:23-5569,config,,,**.vector-recording,true,,
General-86-20260718-16:27:23-5569,config,,,**.vector-record-eventnumbers,true,,
General-86-20260718-16:27:23-5569,config,,,repeat,10,,
General-86-20260718-16:27:23-5569,config,,,seed-0-mt,27456,,
General-86-20260718-16:27:23-5569,config,,,sim-time-limit,749s,,
General-86-20260718-16:27:23-5569,config,,,simtime-resolution,-11,,
General-86-20260718-16:27:23-5569,config,,,**.stats_altitude,670,,
General-86-20260718-16:27:23-5569,config,,,**.stats_raan,185,,
General-86-20260718-16:27:23-5569,config,,,*.radioMedium.backgroundNoise.power,-110dBm,,
General-86-20260718-16:27:23-5569,config,,,*.radioMedium.mediumLimitCache.centerFrequency,868MHz,,
General-86-20260718-16:27:23-5569,config,,,*.radioMedium.mediumLimitCache.maxTransmissionDuration,4s,,
General-86-20260718-16:27:23-5569,config,,,*.radioMedium.mediumLimitCache.minInterferenceTime,0s,,
General-86-20260718-16:27:23-5569,config,,,**.numSatellites,1,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].mobilityType,"""Sat_Mob_SatelliteMobility_Standalone""",,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].noradModuleType,"""Sat_Mob_NoradA""",,
General-86-20260718-16:27:23-5569,config,,,**.satellite[*].**.initFromDisplayString,false,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].mobility.faceForward,true,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].mobility.updateInterval,20s,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].NoradModule.satName,"""FLoRaSat""",,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].NoradModule.satIndex,-1,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].NoradModule.baseYear,20,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].NoradModule.baseDay,1.5,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].NoradModule.planes,1,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].NoradModule.satPerPlane,1,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].NoradModule.eccentricity,0.000001,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].NoradModule.inclination,98,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].NoradModule.altitude,670,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[0].NoradModule.raan,165,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[0].NoradModule.meanAnomaly,195,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].phyDSL.radio.receiver.enableCollisionOverlap,true,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].phyDSL.radio.receiver.minCollisionOverlap,0s,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].phyDSL.radio.antenna.typename,ConstantGainAntenna,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].phyDSL.radio.antenna.mobilityModule,"""^.^.^.mobility""",,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].phyISL.radio.antenna.mobilityModule,"""^.^.^.mobility""",,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].phyGSL.radio.antenna.mobilityModule,"""^.^.^.mobility""",,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].phyDSL.radio.antenna.gain,12dB,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].net.routingType,"""Null_Routing""",,
General-86-20260718-16:27:23-5569,config,,,*.terminal[*].net.routingType,"""Ter_Null_Routing""",,
General-86-20260718-16:27:23-5569,config,,,*.**.numGroundLinks,40,,
General-86-20260718-16:27:23-5569,config,,,*.satellite[*].**.interfaceTableModule,"""""",,
General-86-20260718-16:27:23-5569,config,,,**.radioMedium.typename,LoRaMedium,,
General-86-20260718-16:27:23-5569,config,,,**.radioMedium.analogModel.typename,LoRaAnalogModel,,
General-86-20260718-16:27:23-5569,config,,,**.intraPlaneIslDisabled,false,,
General-86-20260718-16:27:23-5569,config,,,**.interPlaneIslDisabled,false,,
General-86-20260718-16:27:23-5569,config,,,**.numTerminals,60,,
General-86-20260718-16:27:23-5569,config,,,*.terminal[*].phy.radio.antenna.mobilityModule,"""^.^.^.mob""",,
General-86-20260718-16:27:23-5569,config,,,*.terminal[*].dlk.mac.interfaceTableModule,"""""",,
General-86-20260718-16:27:23-5569,config,,,*.terminal[*].dlk.energySourceModule,"""""",,
General-86-20260718-16:27:23-5569,config,,,*.terminal[*].dlk.mac.LoRaTP,"intuniform(12, 14)",,
General-86-20260718-16:27:23-5569,config,,,*.terminal[*].dlk.mac.LoRaSF,"intuniform(10, 12)",,
General-86-20260718-16:27:23-5569,config,,,*.terminal[*].dlk.mac.useMLBoxBiLSTM,true,,
General-86-20260718-16:27:23-5569,config,,,*.terminal[*].dlk.mac.mlBoxBiLSTM.modelPath,"""/home/ylnner/Documents/omnet++/omnetpp-6.3.0/projects/florasat_v4_ult_routing/simulations/Test_Individual/mlmodels/bilstm_scripted.pt""",,
